HOUSEID,PERSONID,TDTRPNUM,TRVLCMIN,TRIPPURP,WHYTO,WHYFROM,TRPTRANS,trip_mode_drivingDetail,trip_mode_simplified,trip_purpose,trip_mode_EXTRA_simplified,trip_purpose_EXTRA_simp
30002708,01,01,30,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
30002708,01,02,30,HBW,01,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30002708,02,01,30,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30002708,02,02,30,NHB,06,03,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30002708,02,03,30,NHB,06,06,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30002708,02,04,30,HBO,01,06,03,Drive: Car,Drive,Going Home,Drive,Going Home
30002708,03,02,45,NHB,08,08,03,Drive: Car,Drive,Going to School,Drive,Going to School
30002708,03,03,30,HBO,01,08,03,Drive: Car,Drive,Going Home,Drive,Going Home
30012060,01,01,20,NHB,11,03,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30012060,01,02,10,NHB,11,11,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30012060,01,03,5,NHB,11,11,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30012060,01,04,10,NHB,13,11,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
30012060,01,05,10,NHB,11,13,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30012060,01,06,20,HBSHOP,01,11,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30021941,01,01,20,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30021941,01,02,20,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
30031892,01,01,15,NHB,15,15,06,Drive: Pickup Truck,Drive,Recreational Activities,Drive,Recreational Activities
30031892,01,02,15,NHB,15,15,06,Drive: Pickup Truck,Drive,Recreational Activities,Drive,Recreational Activities
30031892,01,03,152,HBSOCREC,01,15,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30035673,01,01,6,HBSHOP,11,01,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30035673,01,02,5,NHB,19,11,04,Drive: SUV/Van,Drive,Religious,Drive,Volunteering/Religious Activities
30035673,01,03,3,HBO,01,19,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30035673,02,01,5,HBSHOP,11,01,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30035673,02,02,30,NHB,03,11,06,Drive: Pickup Truck,Drive,Work,Drive,Work
30035673,02,03,55,HBW,01,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30035673,03,01,25,HBW,03,01,04,Drive: SUV/Van,Drive,Work,Drive,Work
30035673,03,02,30,HBW,01,03,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30035673,05,01,30,HBSOCREC,15,01,13,Private Bus,Private Bus,Recreational Activities,Other,Recreational Activities
30035673,05,02,15,HBSOCREC,01,15,13,Private Bus,Private Bus,Going Home,Other,Going Home
30060086,01,01,15,HBSHOP,13,02,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30060086,01,02,15,HBSHOP,01,13,03,Drive: Car,Drive,Going Home,Drive,Going Home
30072539,01,01,10,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
30072539,01,02,10,HBSOCREC,01,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
30072539,01,03,20,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30072539,01,04,15,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
30072539,01,05,25,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
30072539,01,06,20,HBSOCREC,01,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
30102696,01,01,5,HBSHOP,11,01,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30102696,01,02,5,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30102696,01,03,35,HBSOCREC,17,01,06,Drive: Pickup Truck,Drive,Visiting Friends,Drive,Visiting Friends
30103941,01,01,18,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30103941,01,02,15,NHB,11,03,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30103941,01,03,30,NHB,12,11,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
30103941,01,04,30,HBSHOP,01,12,03,Drive: Car,Drive,Going Home,Drive,Going Home
30103941,02,01,40,HBW,03,01,05,Drive: SUV/Van,Drive,Work,Drive,Work
30103941,02,02,60,NHB,03,03,05,Drive: SUV/Van,Drive,Work,Drive,Work
30103941,03,01,60,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30103941,03,02,60,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
30106206,01,01,20,NHB,11,15,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30106206,01,02,205,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
30106206,02,01,20,NHB,14,15,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
30106206,02,02,205,HBO,01,14,03,Drive: Car,Drive,Going Home,Drive,Going Home
30111632,01,01,20,HBSOCREC,17,01,04,Drive: SUV/Van,Drive,Visiting Friends,Drive,Visiting Friends
30111632,01,02,28,NHB,19,17,04,Drive: SUV/Van,Drive,Religious,Drive,Volunteering/Religious Activities
30111632,01,03,22,HBO,01,19,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30117140,01,01,2,HBSHOP,11,01,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30117140,01,02,2,HBSHOP,01,11,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30117140,03,01,7,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
30117140,03,02,21,NHB,13,16,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30117140,03,03,5,NHB,17,13,03,Drive: Car,Drive,Visiting Friends,Drive,Visiting Friends
30117140,03,04,7,HBSOCREC,01,17,03,Drive: Car,Drive,Going Home,Drive,Going Home
30117140,03,05,8,HBO,08,01,03,Drive: Car,Drive,Going to School,Drive,Going to School
30117140,03,06,9,NHB,12,08,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
30117140,03,07,15,NHB,12,12,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
30117140,03,08,18,NHB,13,12,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30117140,03,09,13,NHB,17,13,03,Drive: Car,Drive,Visiting Friends,Drive,Visiting Friends
30117140,03,10,8,HBSOCREC,01,17,03,Drive: Car,Drive,Going Home,Drive,Going Home
30120699,01,01,20,HBSOCREC,15,01,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
30120699,01,02,25,NHB,06,15,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30120699,01,03,18,NHB,06,06,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30120699,01,04,20,HBO,01,06,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30120699,01,05,15,HBO,01,01,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30120699,01,06,14,HBO,01,01,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30120699,02,01,5,HBSHOP,13,01,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
30120699,02,02,5,HBSHOP,01,13,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30120699,02,03,20,HBSOCREC,15,01,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
30120699,02,04,25,NHB,06,15,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30120699,02,05,18,NHB,06,06,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30120699,02,06,20,HBO,01,06,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30120699,02,07,15,HBSHOP,13,01,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
30120699,02,08,14,HBSHOP,01,13,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30136874,01,01,4,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30136874,01,02,9,NHB,03,11,03,Drive: Car,Drive,Work,Drive,Work
30136874,01,03,12,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
30136874,02,01,41,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30136874,02,02,3,NHB,13,03,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30136874,02,03,2,NHB,03,13,03,Drive: Car,Drive,Work,Drive,Work
30136874,02,04,52,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
30136874,02,05,4,HBSHOP,13,01,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30136874,02,06,4,HBSHOP,01,13,03,Drive: Car,Drive,Going Home,Drive,Going Home
30167084,01,01,10,HBO,05,01,03,Drive: Car,Drive,Volunteering,Drive,Volunteering/Religious Activities
30167084,01,02,10,NHB,13,05,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30167084,01,03,25,NHB,14,13,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
30167084,01,04,20,HBO,01,14,03,Drive: Car,Drive,Going Home,Drive,Going Home
30167084,01,05,5,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30167084,01,06,5,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
30167084,02,01,10,NHB,08,15,03,Drive: Car,Drive,Going to School,Drive,Going to School
30167084,02,02,10,NHB,13,08,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30167084,02,03,25,NHB,97,13,03,Drive: Car,Drive,NA,Drive,NA
30167084,02,04,20,NHB,15,97,03,Drive: Car,Drive,Recreational Activities,Drive,Recreational Activities
30170843,01,06,5,HBSHOP,01,13,17,Taxi or Rideshare,Taxi or Rideshare,Going Home,"Taxi, Rideshare, or Carshare",Going Home
30170843,02,06,5,HBSHOP,01,13,17,Taxi or Rideshare,Taxi or Rideshare,Going Home,"Taxi, Rideshare, or Carshare",Going Home
30189089,01,01,60,NHB,06,15,06,Drive: Pickup Truck,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30189089,01,02,15,NHB,15,06,06,Drive: Pickup Truck,Drive,Recreational Activities,Drive,Recreational Activities
30189089,01,03,90,HBSOCREC,01,15,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30189089,02,01,60,NHB,15,15,06,Drive: Pickup Truck,Drive,Recreational Activities,Drive,Recreational Activities
30189089,02,02,15,NHB,15,15,06,Drive: Pickup Truck,Drive,Recreational Activities,Drive,Recreational Activities
30189089,02,03,90,HBSOCREC,01,15,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30189180,01,01,30,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
30189180,01,02,90,NHB,03,03,06,Drive: Pickup Truck,Drive,Work,Drive,Work
30189180,01,03,90,NHB,04,03,06,Drive: Pickup Truck,Drive,Work,Drive,Work
30189180,01,04,15,HBW,01,04,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30189180,02,01,15,HBW,03,01,04,Drive: SUV/Van,Drive,Work,Drive,Work
30189180,02,02,15,HBW,01,03,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30207305,01,01,15,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30207305,01,02,15,NHB,17,11,03,Drive: Car,Drive,Visiting Friends,Drive,Visiting Friends
30207305,01,03,15,NHB,13,17,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30207305,01,04,15,NHB,16,13,03,Drive: Car,Drive,Exercise,Drive,Other
30207305,01,05,15,NHB,17,16,03,Drive: Car,Drive,Visiting Friends,Drive,Visiting Friends
30207305,01,06,15,NHB,11,17,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30207305,01,07,30,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
30207305,02,01,15,NHB,13,16,05,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
30207305,02,02,15,HBSHOP,01,13,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30208701,01,01,10,HBO,06,01,06,Drive: Pickup Truck,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30208701,01,02,9,HBO,01,06,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30224026,01,01,7,HBSHOP,13,01,05,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
30224026,01,03,7,HBW,01,04,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30224026,01,04,20,HBW,04,01,05,Drive: SUV/Van,Drive,Work,Drive,Work
30224026,01,05,12,NHB,04,04,05,Drive: SUV/Van,Drive,Work,Drive,Work
30224026,01,06,20,HBW,01,04,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30224026,02,01,7,HBSHOP,13,01,05,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
30224026,02,03,7,HBW,01,04,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30224026,02,04,20,HBW,04,01,05,Drive: SUV/Van,Drive,Work,Drive,Work
30224026,02,05,12,NHB,04,04,05,Drive: SUV/Van,Drive,Work,Drive,Work
30224026,02,06,20,HBW,01,04,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30226482,01,01,15,HBSOCREC,16,01,04,Drive: SUV/Van,Drive,Exercise,Drive,Other
30226482,01,02,12,NHB,11,16,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30226482,01,03,17,HBSHOP,01,11,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30237511,02,01,180,HBSOCREC,15,01,03,Drive: Car,Drive,Recreational Activities,Drive,Recreational Activities
30283500,01,01,8,HBSHOP,13,01,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30283500,01,02,10,NHB,06,13,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
30283500,01,03,22,HBO,01,06,03,Drive: Car,Drive,Going Home,Drive,Going Home
30283500,01,04,10,HBSOCREC,15,01,03,Drive: Car,Drive,Recreational Activities,Drive,Recreational Activities
30283500,01,05,12,HBSOCREC,01,15,03,Drive: Car,Drive,Going Home,Drive,Going Home
30283500,01,06,9,HBSOCREC,15,01,05,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
30283500,01,07,10,HBSOCREC,01,15,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
30283500,02,01,5,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30283500,02,02,10,NHB,03,11,03,Drive: Car,Drive,Work,Drive,Work
30283500,02,05,15,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
30283500,02,06,10,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30283500,02,07,10,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
30292575,01,01,16,HBO,19,01,06,Drive: Pickup Truck,Drive,Religious,Drive,Volunteering/Religious Activities
30292575,01,02,7,NHB,11,19,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30292575,01,03,7,NHB,11,11,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30292575,01,04,9,NHB,11,11,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30292575,01,05,9,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30292575,02,01,13,HBO,19,01,06,Drive: Pickup Truck,Drive,Religious,Drive,Volunteering/Religious Activities
30292575,02,02,7,NHB,11,19,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30292575,02,03,7,NHB,11,11,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30292575,02,04,9,NHB,11,11,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
30292575,02,05,9,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30333683,01,01,15,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
30333683,01,02,30,NHB,13,03,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
30333683,01,03,15,HBSHOP,01,13,03,Drive: Car,Drive,Going Home,Drive,Going Home
30334347,01,01,27,HBW,01,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
30334347,01,02,5,HBSHOP,12,01,06,Drive: Pickup Truck,Drive,Errands,Drive,Errands (Non-shopping)
30334347,01,03,5,HBSHOP,01,12,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
